UACE Code,UZA Name,State,Primary UZA, Population ,Density, Square Miles ,State NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,UZA Reporting Method,FG/NFG Reporting Method,Other FG/NFG Reporting Method Description,Total Actual Vehicle Revenue Hours,Total Unlinked Passenger Trips,Total Actual Vehicle Revenue Miles,Total Passenger Miles Traveled, Total Operating Expenses ,Non0Fixed Guideway Vehicle Revenue Miles,Non0Fixed Guideway Passenger Miles, Non0Fixed Guideway Operating Expenses , Directional Route Miles ,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles, Fixed Guideway Operating Expenses , SGR FG Directional Route Miles ,SGR FG Vehicle Revenue Miles, SGR HIB Directional Route Miles ,SGR HIB Vehicle Revenue Miles
57628,"Minneapolis00St. Paul, MN",,Y,2914866,2872.38,1014.79,,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,DR,PT, Actual Data,,,39250,109925,676779,535209,3657431,676779,535209,3657431,0,0,0,0,0,0,0,0
57628,"Minneapolis00St. Paul, MN",,Y,2914866,2872.38,1014.79,,50519,Minnesota Valley Transit Authority,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles, Actual Vehicle Revenue Miles,,169412,1123010,3282888,12050450,31475250,3245009,11927704,31170462,0,37879,122746,304788,0,37879,21,348416
27,Minnesota Non0UZA,,N,2336986,0,0,5R04,50520,"Arrowhead Economic Opportunity Agency, Inc.",Rural Reporter,Rural,DR,DO,,,,65127,203288,663098,,5386505,,,,,,,,,,,
27,Minnesota Non0UZA,,N,2336986,0,0,5R04,50520,"Arrowhead Economic Opportunity Agency, Inc.",Rural Reporter,Rural,MB,DO,,,,79653,284938,1632063,,6344561,,,,,,,,,,,
83899,"Springfield, IL",Illinois,Y,159265,1948.46,81.74,,50059,Springfield Mass Transit District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,122439,1232183,1739930,4470225,16507247,1739930,4470225,16507247,0,0,0,0,0,0,0,0
26,Michigan Non0UZA,,N,3418966,0,0,,50522,Lake Erie Transportation Commission,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,4453,13450,56569,101932,535842,56569,101932,535842,0,0,0,0,0,0,0,0
87868,"Toledo, OH00MI",Ohio,N,497952,2068.64,240.71,,50522,Lake Erie Transportation Commission,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83332,"South Lyon00Hamburg00Genoa, MI",Michigan,Y,145963,1221.39,119.51,,50180,Livingston County Board of Commissioners,Reduced Reporter,Urban,DR,DO, Actual Data,,,40678,110244,978894,0,3947500,978894,0,3947500,0,0,0,0,0,0,0,0
26,Michigan Non0UZA,,N,3418966,0,0,,50522,Lake Erie Transportation Commission,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97831,"Youngstown, OH",Ohio,Y,320901,1637.55,195.96,,50024,Western Reserve Transit Authority,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,27483,38695,308380,242601,1894335,308380,242601,1894335,0,0,0,0,0,0,0,0
83332,"South Lyon00Hamburg00Genoa, MI",Michigan,N,145963,1221.39,119.51,,50193,Michigan Department of Transportation,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,1103,4333,54406,188663,31622,54406,188663,31622,0,0,0,0,0,0,0,0
26,Michigan Non0UZA,,Y,3418966,0,0,,50523,Sault Ste. Marie Tribe of Chippewa Indians,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,3978,650,34553,0,136819,34553,0,136819,0,0,0,0,0,0,0,0
81118,"Sheboygan, WI",Wisconson,Y,74369,2106.22,35.31,,50088,City of Sheboygan,Reduced Reporter,Urban,DR,DO, Actual Data,,,10286,25173,136079,0,822402,136079,0,822402,0,0,0,0,0,0,0,0
90095,"Valparaiso00Shorewood Forest, IN",Indiana,Y,51867,1542,33.64,,50183,City of Valparaiso,Reduced Reporter,Urban,MB,PT, Actual Data,,,11965,87069,170777,0,1010524,170777,0,1010524,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,Y,2336986,0,0,,55222,Grand Portage Reservation Tribal Council,Reduced Reporter,Tribe,DR,DO, Actual Data,,,2581,4912,104311,0,83231,104311,0,83231,0,0,0,0,0,0,0,0
55,Wisconsin Non0UZA,,Y,2782206,0,0,,55228,Menominee Indian Tribe of Wisconsin,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,28554,66657,584336,0,3091802,584336,0,3091802,0,0,0,0,0,0,0,0
55,Wisconsin Non0UZA,,Y,2782206,0,0,,55228,Menominee Indian Tribe of Wisconsin,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,16404,43681,329015,0,1261715,329015,0,1261715,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,Y,2336986,0,0,,55234,Red Lake Band of the Chippewa,Reduced Reporter,Tribe,DR,DO, Actual Data,,,10763,19020,185227,0,796446,185227,0,796446,0,0,0,0,0,0,0,0
55,Wisconsin Non0UZA,,Y,2782206,0,0,,55240,Lac Courte Oreilles Band of Ojibwe,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,1664,3532,29052,0,120887,29052,0,120887,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,Y,2336986,0,0,,55246,Fond du Lac Reservation,Reduced Reporter,Tribe,DR,DO, Actual Data,,,8803,13484,143638,0,624587,143638,0,624587,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,Y,2336986,0,0,,55246,Fond du Lac Reservation,Reduced Reporter,Tribe,MB,DO, Actual Data,,,158,159,7037,0,11190,7037,0,11190,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,Y,2336986,0,0,,55252,Bois Forte Band of Chippewa,Reduced Reporter,Tribe,CB,DO, Actual Data,,,2632,2561,68503,0,269152,68503,0,269152,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,Y,2336986,0,0,,55252,Bois Forte Band of Chippewa,Reduced Reporter,Tribe,DR,DO, Actual Data,,,10444,24343,344507,0,901074,344507,0,901074,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,Y,2336986,0,0,,55258,Leech Lake Band of Ojibwe,Reduced Reporter,Tribe,DR,DO, Actual Data,,,27850,38626,594967,0,1829083,594967,0,1829083,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,Y,2336986,0,0,,55258,Leech Lake Band of Ojibwe,Reduced Reporter,Tribe,MB,DO, Actual Data,,,3235,7322,60403,0,457271,60403,0,457271,0,0,0,0,0,0,0,0
27,Minnesota Non0UZA,,Y,2336986,0,0,,55270,White Earth Band of Chippewa,Reduced Reporter,Tribe,MB,DO, Actual Data,,,13553,20402,396254,0,1503697,396254,0,1503697,0,0,0,0,0,0,0,0
55,Wisconsin Non0UZA,,Y,2782206,0,0,,55276,Oneida Tribe of Indians of Wisconsin,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,4506,12597,85552,0,524422,85552,0,524422,0,0,0,0,0,0,0,0
81118,"Sheboygan, WI",Wisconson,Y,74369,2106.22,35.31,,50088,City of Sheboygan,Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,37903,560155,528343,0,3436543,528343,0,3436543,0,0,0,0,0,0,0,0
55,Wisconsin Non0UZA,,Y,2782206,0,0,,55282,Bad River Band of Lake Superior Tribe of Chippewa,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,8403,35020,222612,0,363932,222612,0,363932,0,0,0,0,0,0,0,0
55,Wisconsin Non0UZA,,Y,2782206,0,0,,55300,Lac du Flambeau Band of Lake Superior Chippewa Indians,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,4450,24552,90823,0,781282,90823,0,781282,0,0,0,0,0,0,0,0
55,Wisconsin Non0UZA,,Y,2782206,0,0,,55300,Lac du Flambeau Band of Lake Superior Chippewa Indians,Reduced Reporter,Tribe,MB,DO, Actual Vehicle Revenue Miles,,,130,127,4810,0,45370,4810,0,45370,0,0,0,0,0,0,0,0
17,Illinois Non0UZA,,N,2638201,0,0,5R01,55307,Sangamon County,Rural Reporter,Rural,DR,DO,,,,3484,5465,93449,,655009,,,,,,,,,,,
55,Wisconsin Non0UZA,,N,2782206,0,0,,55308,City of Stoughton,Reduced Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,10280,22187,79713,0,377511,79713,0,377511,0,0,0,0,0,0,0,0
93025,"Wausau, WI",Wisconson,Y,77429,1588.69,48.74,,50091,"City of Wausau, Wisconsin",Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,1298,2937,12624,0,177936,12624,0,177936,0,0,0,0,0,0,0,0
18,Indiana Non0UZA,,N,2718298,0,0,5R02,55310,Kankakee0Iroquois Regional Planning Commission,Rural Reporter,Rural,DR,DO,,,,14810,30883,295617,,1039550,,,,,,,,,,,
97831,"Youngstown, OH",Ohio,Y,320901,1637.55,195.96,,50024,Western Reserve Transit Authority,Full Reporter,Urban,MB,DO, Actual Data,,,93442,1973021,1473583,6607577,13457286,1473583,6607577,13457286,0,0,0,0,0,0,0,0
93025,"Wausau, WI",Wisconson,Y,77429,1588.69,48.74,,50091,"City of Wausau, Wisconsin",Reduced Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,26836,359363,366637,0,3626134,366637,0,3626134,0,0,0,0,0,0,0,0
17,Illinois Non0UZA,,N,2638201,0,0,5R01,55313,Marshall County,Rural Reporter,Rural,DR,DO,,,,11283,11717,174607,,332689,,,,,,,,,,,
27,Minnesota Non0UZA,,N,2336986,0,0,5R04,55314,Central Community Transit Joint Powers Board,Rural Reporter,Rural,DR,DO,,,,39058,175097,634882,,2808729,,,,,,,,,,,
27,Minnesota Non0UZA,,N,2336986,0,0,5R04,55314,Central Community Transit Joint Powers Board,Rural Reporter,Rural,MB,DO,,,,6158,21135,86849,,564720,,,,,,,,,,,
17,Illinois Non0UZA,,N,2638201,0,0,5R01,55315,Douglas County (Illinois),Rural Reporter,Rural,DR,DO,,,,1651,12049,55184,,306076,,,,,,,,,,,
17,Illinois Non0UZA,,N,2638201,0,0,5R01,55316,Jersey County,Rural Reporter,Rural,DR,DO,,,,13446,30115,299496,,869867,,,,,,,,,,,
55,Wisconsin Non0UZA,,N,2782206,0,0,5R06,55318,County of Walworth,Rural Reporter,Rural,DR,PT,,,,28637,33525,346641,,1114028,,,,,,,,,,,
55,Wisconsin Non0UZA,,N,2782206,0,0,5R06,55319,Oneida0Vilas Transit Commission,Rural Reporter,Rural,DR,DO,,,,13703,24419,179271,,486069,,,,,,,,,,,
55,Wisconsin Non0UZA,,N,2782206,0,0,5R06,55319,Oneida0Vilas Transit Commission,Rural Reporter,Rural,MB,DO,,,,2073,1472,71256,,149502,,,,,,,,,,,
27,Minnesota Non0UZA,,N,2336986,0,0,5R04,55320,Faribault0Martin Counties Joint Powers,Rural Reporter,Rural,DR,DO,,,,15645,25732,305381,,866058,,,,,,,,,,,
27,Minnesota Non0UZA,,N,2336986,0,0,5R04,55320,Faribault0Martin Counties Joint Powers,Rural Reporter,Rural,MB,DO,,,,7608,18524,80159,,382294,,,,,,,,,,,
26,Michigan Non0UZA,,N,3418966,0,0,5R03,55321,Peoples Express,Rural Reporter,Rural,DR,DO,,,,37560,93902,561935,,2518901,,,,,,,,,,,
26,Michigan Non0UZA,,N,3418966,0,0,5R03,55322,Western0Washtenaw Area Value Express,Rural Reporter,Rural,DR,DO,,,,12199,15237,141519,,860356,,,,,,,,,,,
26,Michigan Non0UZA,,N,3418966,0,0,5R03,55322,Western0Washtenaw Area Value Express,Rural Reporter,Rural,MB,DO,,,,12376,13612,155657,,828868,,,,,,,,,,,
26,Michigan Non0UZA,,N,3418966,0,0,,55323,Pioneer Resources,Reduced Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,478,1899,10532,0,47909,10532,0,47909,0,0,0,0,0,0,0,0
88300,"Traverse City00Garfield, MI",Michigan,Y,56890,1085.35,52.42,,50413,Bay Area Transportation Authority,Reduced Reporter,Urban,DR,DO, Other,,,45938,116173,501818,0,4820585,501818,0,4820585,0,0,0,0,0,0,0,0
88300,"Traverse City00Garfield, MI",,Y,56890,1085.35,52.42,,50413,Bay Area Transportation Authority,Reduced Reporter,Urban,MB,DO, Other,,,59793,227099,1043115,0,6164066,1043115,0,6164066,0,0,0,0,0,0,0,0
39,Ohio Non0UZA,,N,4126404,0,0,5R05,55324,Washington County Commissioners,Rural Reporter,Rural,DR,PT,,,,7884,6539,95319,,356482,,,,,,,,,,,
39,Ohio Non0UZA,,N,4126404,0,0,5R05,55324,Washington County Commissioners,Rural Reporter,Rural,MB,PT,,,,5676,8291,75273,,475047,,,,,,,,,,,
27,Minnesota Non0UZA,,N,2336986,0,0,5R04,55325,Minnesota River Valley Transit,Rural Reporter,Rural,DR,DO,,,,13222,64476,113246,,927975,,,,,,,,,,,
27,Minnesota Non0UZA,,N,2336986,0,0,5R04,55326,"United Community Action Partnership, Inc.",Rural Reporter,Rural,DR,DO,,,,46973,164630,727755,,3845665,,,,,,,,,,,
27,Minnesota Non0UZA,,N,2336986,0,0,5R04,55326,"United Community Action Partnership, Inc.",Rural Reporter,Rural,MB,DO,,,,3669,9663,38036,,273004,,,,,,,,,,,
55,Wisconsin Non0UZA,,N,2782206,0,0,5R06,55327,County of Clark,Rural Reporter,Rural,DR,TX,,,,11221,12202,137611,,401268,,,,,,,,,,,
26,Michigan Non0UZA,,N,3418966,0,0,5R03,55440,Key Opportunities,Rural Reporter,Rural,DR,DO,,,,2335,1106,34775,,155778,,,,,,,,,,,
39,Ohio Non0UZA,,N,4126404,0,0,5R05,55469,Coshocton County Coordinated Transportation Agency,Rural Reporter,Rural,DR,DO,,,,18940,25170,366594,,993842,,,,,,,,,,,
39,Ohio Non0UZA,,N,4126404,0,0,5R05,55474,"FRS Transportation, Inc",Rural Reporter,Rural,DR,DO,,,,87851,127783,2086804,,5008877,,,,,,,,,,,
39,Ohio Non0UZA,,N,4126404,0,0,5R05,55480,Henry County Transportation Network,Rural Reporter,Rural,DR,DO,,,,28058,54056,642743,,1783345,,,,,,,,,,,
39,Ohio Non0UZA,,N,4126404,0,0,5R05,55491,Morrow County Area Transit,Rural Reporter,Rural,DR,DO,,,,25169,26557,440464,,1418476,,,,,,,,,,,
39,Ohio Non0UZA,,N,4126404,0,0,5R05,55657,Access Tusc,Rural Reporter,Rural,DR,DO,,,,11020,16581,229760,,667233,,,,,,,,,,,
18,Indiana Non0UZA,,N,2718298,0,0,5R02,55664,Shelby Senior Services ,Rural Reporter,Rural,DR,DO,,,,7708,9992,55101,,376924,,,,,,,,,,,
18,Indiana Non0UZA,,N,2718298,0,0,5R02,55665,Brown County YMCA,Rural Reporter,Rural,DR,DO,,,,5208,5803,96496,,231533,,,,,,,,,,,
39,Ohio Non0UZA,,N,4126404,0,0,5R05,55668,Meigs County Public Transit,Rural Reporter,Rural,DR,DO,,,,9287,7513,143372,,655408,,,,,,,,,,,
280,"Abilene, TX",Texas,Y,118138,1906.28,61.97,,60040,City of Abilene ,Reduced Reporter,Urban,DR,DO, Actual Data,,,26351,70577,390140,0,2966264,390140,0,2966264,0,0,0,0,0,0,0,0
280,"Abilene, TX",Texas,Y,118138,1906.28,61.97,,60040,City of Abilene ,Reduced Reporter,Urban,DR,PT, Actual Data,,,1522,4108,28831,0,54920,28831,0,54920,0,0,0,0,0,0,0,0
40,Oklahoma Non0UZA,,Y,1994607,0,0,,60002,Chickasaw Nation,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,29682,25095,630813,0,2063788,630813,0,2063788,0,0,0,0,0,0,0,0
40,Oklahoma Non0UZA,,Y,1994607,0,0,,60003,Choctaw Nation of Oklahoma,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,33109,30507,1179988,0,3756934,1179988,0,3756934,0,0,0,0,0,0,0,0
40,Oklahoma Non0UZA,,Y,1994607,0,0,,60004,Citizen Potawatomi Nation,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,7028,10466,90041,0,457560,90041,0,457560,0,0,0,0,0,0,0,0
40,Oklahoma Non0UZA,,Y,1994607,0,0,,60005,Comanche Nation,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,9790,22036,192709,0,1047957,192709,0,1047957,0,0,0,0,0,0,0,0
48394,"Lawton, OK",,N,87464,1867.52,46.83,,60005,Comanche Nation,Reduced Reporter,Tribe,DR,DO, Actual Vehicle Revenue Miles,,,6526,14691,128472,0,698634,128472,0,698634,0,0,0,0,0,0,0,0
280,"Abilene, TX",Texas,Y,118138,1906.28,61.97,,60040,City of Abilene ,Reduced Reporter,Urban,MB,DO, Actual Data,,,27127,270697,342309,0,2651155,342309,0,2651155,0,0,0,0,0,0,0,0
1927,"Amarillo, TX",Texas,Y,205860,2450.92,83.99,,60001,City of Amarillo,Reduced Reporter,Urban,DR,DO, Actual Data,,,19909,45571,332498,0,1608690,332498,0,1608690,0,0,0,0,0,0,0,0
1927,"Amarillo, TX",Texas,Y,205860,2450.92,83.99,,60001,City of Amarillo,Reduced Reporter,Urban,MB,DO, Actual Data,,,32661,179744,447038,0,3800155,447038,0,3800155,0,0,0,0,0,0,0,0
1927,"Amarillo, TX",Texas,Y,205860,2450.92,83.99,,60192,Panhandle Community Services ,Reduced Reporter,Urban,DR,DO, Actual Data,,,3414,7240,45127,0,224721,45127,0,224721,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,N,1809888,2920.96,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,N,1809888,2920.96,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,N,1809888,2920.96,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,TX, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,N,1809888,2920.96,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,MB,DO, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,N,1809888,2920.96,619.62,,60011,VIA Metropolitan Transit,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,Y,1809888,2920.96,619.62,,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,CB,PT, Actual Data,,,8985,121301,207012,2400259,2495503,207012,2400259,2495503,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,Y,1809888,2920.96,619.62,,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,416962,914983,5349198,5611261,70211169,5349198,5611261,70211169,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,Y,1809888,2920.96,619.62,,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,MB,PT, Actual Data,,,1312824,22490883,14671028,93122288,235465611,14671028,93122288,235465611,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,Y,1809888,2920.96,619.62,,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,60906,327952,3086532,13547244,2065714,3086532,13547244,2065714,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,Y,1809888,2920.96,619.62,,60048,Capital Metropolitan Transportation Authority,Full Reporter,Urban,YR,PT, Actual Vehicle Revenue Miles,,,28388,477322,666249,7330560,34842819,0,0,0,64.2,666249,7330560,34842819,64.2,666249,0,0
4384,"Austin, TX",Texas,Y,1809888,2920.96,619.62,,60125,City of Round Rock,Reduced Reporter,Urban,DR,PT, Actual Data,,,12779,10166,64730,0,917715,64730,0,917715,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,Y,1809888,2920.96,619.62,,60125,City of Round Rock,Reduced Reporter,Urban,MB,PT, Actual Data,,,9036,51177,140497,0,1312569,140497,0,1312569,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,N,1809888,2920.96,619.62,,66343,City of San Marcos,Reduced Reporter,Urban,CB,PT, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,"Austin, TX",Texas,N,1809888,2920.96,619.62,,66343,City of San Marcos,Reduced Reporter,Urban,DR,PT, Actual Data,,,,,0,0,0,,,,,,,,,,,
4384,"Austin, TX",Texas,N,1809888,2920.96,619.62,,66343,City of San Marcos,Reduced Reporter,Urban,MB,PT, Actual Data,,,,,0,0,0,,,,,,,,,,,
6058,"Beaumont, TX",Texas,Y,146649,1526.02,96.1,,60016,City of Beaumont,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,9979,18424,128221,77012,1115383,128221,77012,1115383,0,0,0,0,0,0,0,0
6058,"Beaumont, TX",Texas,Y,146649,1526.02,96.1,,60016,City of Beaumont,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,46142,264742,640134,990135,4971039,640134,990135,4971039,0,0,0,0,0,0,0,0
10972,"Brownsville, TX",Texas,Y,216444,3485.28,62.1,,60014,City of Brownsville ,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,11558,23400,138494,133062,1463335,138494,133062,1463335,0,0,0,0,0,0,0,0
10972,"Brownsville, TX",Texas,Y,216444,3485.28,62.1,,60014,City of Brownsville ,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,65933,1123341,820133,5022647,7701517,820133,5022647,7701517,0,0,0,0,0,0,0,0
10972,"Brownsville, TX",Texas,N,216444,3485.28,62.1,,60273,University of Texas Rio Grande Valley,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,3332,24077,58870,520674,294111,58870,520674,294111,0,0,0,0,0,0,0,0
10972,"Brownsville, TX",Texas,N,216444,3485.28,62.1,,60273,University of Texas Rio Grande Valley,Full Reporter,Urban,MB,PT, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18748,"College Station00Bryan, TX",Texas,Y,206137,2525.39,81.63,,60059,Brazos Transit District,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,9453,16827,250319,211820,787966,250319,211820,787966,0,0,0,0,0,0,0,0
18748,"College Station00Bryan, TX",Texas,Y,206137,2525.39,81.63,,60059,Brazos Transit District,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,38231,279380,655005,1157675,4280288,655005,1157675,4280288,0,0,0,0,0,0,0,0
20287,"Corpus Christi, TX",Texas,Y,339066,2622.86,129.27,,60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,DR,PT, Actual Data,,,73171,180961,1244915,1621411,6686275,1244915,1621411,6686275,0,0,0,0,0,0,0,0
20287,"Corpus Christi, TX",Texas,Y,339066,2622.86,129.27,,60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,DO, Actual Data,,,164133,2745076,2212372,9811451,30699040,2212372,9811451,30699040,0,0,0,0,0,0,0,0
20287,"Corpus Christi, TX",Texas,Y,339066,2622.86,129.27,,60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,MB,PT, Actual Data,,,41706,279041,691256,691882,4543236,691256,691882,4543236,0,0,0,0,0,0,0,0
20287,"Corpus Christi, TX",Texas,Y,339066,2622.86,129.27,,60051,Corpus Christi Regional Transportation Authority,Full Reporter,Urban,VP,PT, Actual Data,,,18679,97970,1091955,5379655,458541,1091955,5379655,458541,0,0,0,0,0,0,0,0
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60007,Fort Worth Transportation Authority,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,126967,652195,2472556,10396471,32362127,0,0,0,50.6,2472556,10396471,32362127,0,81901,0,0
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,DO, Other,,,56615,102601,819658,1031235,7405796,819658,1031235,7405796,0,0,0,0,0,0,0,0
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60007,Fort Worth Transportation Authority,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,117251,188581,1617448,1654618,11734937,1617448,1654618,11734937,0,0,0,0,0,0,0,0
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,454821,3972607,5297857,14383915,57024707,5297857,14383915,57024707,0,0,0,0,0,0,0,0
48,Texas Non0UZA,,N,6869284,0,0,,60010,City of Lubbock,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,,,0,0,0,,,,,,,,,,,
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60007,Fort Worth Transportation Authority,Full Reporter,Urban,MB,PT, Actual Data,,,11494,68437,219242,158684,1326526,219242,158684,1326526,0,0,0,0,0,0,0,0
48,Texas Non0UZA,,N,6869284,0,0,,60010,City of Lubbock,Full Reporter,Urban,MB,DO, Actual Vehicle Revenue Miles,,,,,0,0,0,,,,,,,,,,,
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60007,Fort Worth Transportation Authority,Full Reporter,Urban,VP,PT, Actual Vehicle Revenue Miles,,,65481,373764,3046359,12219428,1367777,3046359,12219428,1367777,0,0,0,0,0,0,0,0
48,Texas Non0UZA,,N,6869284,0,0,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,DO, Actual Vehicle Revenue Miles,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60041,City of Arlington,Full Reporter,Urban,DR,DO, Other,,,12907,23956,164594,149889,1413103,164594,149889,1413103,0,0,0,0,0,0,0,0
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60041,City of Arlington,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,54637,109351,797874,876697,2819834,797874,876697,2819834,0,0,0,0,0,0,0,0
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60041,City of Arlington,Full Reporter,Urban,DR,TN, Actual Vehicle Revenue Miles,,,194113,772498,3703136,4517353,10350477,3703136,4517353,10350477,0,0,0,0,0,0,0,0
48,Texas Non0UZA,,N,6869284,0,0,,60011,VIA Metropolitan Transit,Full Reporter,Urban,DR,PT, Actual Data,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60056,Dallas Area Rapid Transit,Full Reporter,Urban,CR,PT, Actual Vehicle Revenue Miles,,,60810,1136114,1195239,18537472,43525590,0,0,0,72.3,1195239,18537472,43525590,72.3,1195239,0,0
22042,"Dallas00Fort Worth00Arlington, TX",Texas,Y,5732354,3281.45,1746.9,,60056,Dallas Area Rapid Transit,Full Reporter,Urban,DR,PT, Actual Vehicle Revenue Miles,,,610715,1065763,9898736,9975468,53824639,9898736,9975468,53824639,0,0,0,0,0,0,0,0
