Mode,UACE Code,UZA Name,State, Population ,Density, Square Miles ,State NTD ID,Agency Name,Reporting Module
DR,31600,"Fredericksburg, VA",Virginia,167679,1871.02,89.62,,Potomac and Rappahannock Transportation Commission,Urban
MB,31600,"Fredericksburg, VA",Virginia,167679,1871.02,89.62,,Virginia Railway Express,Urban
MB,31600,"Fredericksburg, VA",Virginia,167679,1871.02,89.62,,City of Fredericksburg,Urban
MB,31843,"Fresno, CA",California,717589,4509.98,159.11,,City of Fresno,Urban
DR,31843,"Fresno, CA",California,717589,4509.98,159.11,,City of Fresno,Urban
MB,31843,"Fresno, CA",California,717589,4509.98,159.11,,Kings County Area Public Transit Agency,Urban
MB,31843,"Fresno, CA",California,717589,4509.98,159.11,,Kings County Area Public Transit Agency,Urban
DR,31843,"Fresno, CA",California,717589,4509.98,159.11,,Kings County Area Public Transit Agency,Urban
RB,31843,"Fresno, CA",California,717589,4509.98,159.11,,California Vanpool Authority,Urban
DR,32113,"Gadsden, AL",Alabama,57975,947.16,61.21,,City of Gadsden,Urban
MB,32113,"Gadsden, AL",Alabama,57975,947.16,61.21,,City of Gadsden,Urban
RB,32113,"Gadsden, AL",Alabama,57975,947.16,61.21,,Regional Planning Commission of Greater Birmingham,Urban
MB,32167,"Gainesville, FL",Florida,213748,2437.35,87.7,,"City of Gainesville, FL",Urban
DR,32167,"Gainesville, FL",Florida,213748,2437.35,87.7,,"City of Gainesville, FL",Urban
MB,32167,"Gainesville, FL",Florida,213748,2437.35,87.7,,"City of Gainesville, FL",Urban
DR,32194,"Gainesville, GA",Georgia,164365,1053.86,149.13,,City of Gainesville,Urban
MB,32194,"Gainesville, GA",Georgia,164365,1053.86,149.13,,City of Gainesville,Urban
DR,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
MB,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
MB,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
MB,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
SR,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
FB,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,City of Galveston ,Urban
DR,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,City of Galveston ,Urban
DR,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,City of Galveston ,Urban
MB,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,Gulf Coast Transit District,Urban
SR,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,Gulf Coast Transit District,Urban
VP,32491,"Galveston00Texas City, TX",Texas,191863,1760.51,108.98,,Gulf Coast Transit District,Urban
MB,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,City of Charlotte North Carolina,Urban
DR,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,City of Charlotte North Carolina,Urban
SR,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,City of Charlotte North Carolina,Urban
DR,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,City of Charlotte North Carolina,Urban
VP,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,City of Charlotte North Carolina,Urban
MB,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,City of Charlotte North Carolina,Urban
DR,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,City of Gastonia,Urban
DR,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,City of Gastonia,Urban
DR,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,Gaston County,Urban
MB,32653,"Gastonia, NC",North Carolina,176897,1419.96,124.58,,Gaston County,Urban
MB,33328,"Gilroy00Morgan Hill, CA",California,114833,2699.39,42.54,,Santa Clara Valley Transportation Authority,Urban
DR,33328,"Gilroy00Morgan Hill, CA",California,114833,2699.39,42.54,,Santa Clara Valley Transportation Authority,Urban
DR,33328,"Gilroy00Morgan Hill, CA",California,114833,2699.39,42.54,,Santa Clara Valley Transportation Authority,Urban
MB,33328,"Gilroy00Morgan Hill, CA",California,114833,2699.39,42.54,,Santa Clara Valley Transportation Authority,Urban
DR,33328,"Gilroy00Morgan Hill, CA",California,114833,2699.39,42.54,,Metropolitan Transportation Commission,Urban
DR,33328,"Gilroy00Morgan Hill, CA",California,114833,2699.39,42.54,,Peninsula Corridor Joint Powers Board,Urban
MB,33328,"Gilroy00Morgan Hill, CA",California,114833,2699.39,42.54,,California Vanpool Authority,Urban
DR,33598,"Glens Falls, NY",New York,71191,1379.2,51.62,,City of Glens Falls ,Urban
DR,33598,"Glens Falls, NY",New York,71191,1379.2,51.62,,City of Glens Falls ,Urban
DR,33598,"Glens Falls, NY",New York,71191,1379.2,51.62,,"Adirondack Transit Lines, Inc.",Urban
MB,33814,"Goldsboro, NC",North Carolina,54456,1024.38,53.16,,Goldsboro0Wayne Transportation Authority,Urban
DR,33814,"Goldsboro, NC",North Carolina,54456,1024.38,53.16,,Goldsboro0Wayne Transportation Authority,Urban
DR,34219,"Grand Forks, ND00MN",North Dakota,68160,2573.65,26.48,,City of Grand Forks,Urban
DR,34219,"Grand Forks, ND00MN",North Dakota,68160,2573.65,26.48,,City of Grand Forks,Urban
MB,34246,"Grand Island, NE",Arizona,55099,1861.35,29.6,,Senior Citizen Industries,Urban
DR,34273,"Grand Junction, CO",Colorado,135973,1798.38,75.61,,County of Mesa,Urban
YR,34273,"Grand Junction, CO",Colorado,135973,1798.38,75.61,,County of Mesa,Urban
CB,34300,"Grand Rapids, MI",Michigan,605666,2207.57,274.36,,Interurban Transit Partnership,Urban
VP,34300,"Grand Rapids, MI",Michigan,605666,2207.57,274.36,,Interurban Transit Partnership,Urban
CB,34300,"Grand Rapids, MI",Michigan,605666,2207.57,274.36,,Interurban Transit Partnership,Urban
DR,34300,"Grand Rapids, MI",Michigan,605666,2207.57,274.36,,Interurban Transit Partnership,Urban
MB,34300,"Grand Rapids, MI",Michigan,605666,2207.57,274.36,,Michigan Department of Transportation,Urban
VP,34516,"Grants Pass, OR",Oregon,55724,1832,30.42,,Josephine County,Urban
YR,34516,"Grants Pass, OR",Oregon,55724,1832,30.42,,Josephine County,Urban
CB,34516,"Grants Pass, OR",Oregon,55724,1832,30.42,,Josephine County,Urban
DR,34759,"Great Falls, MT",Montana,67097,2214.08,30.3,,Great Falls Transit District,Urban
MB,34759,"Great Falls, MT",Montana,67097,2214.08,30.3,,Great Falls Transit District,Urban
VP,34786,"Greeley, CO",Colorado,137222,3679,37.3,,"Greeley, City Of",Urban
YR,34786,"Greeley, CO",Colorado,137222,3679,37.3,,"Greeley, City Of",Urban
CB,34786,"Greeley, CO",Colorado,137222,3679,37.3,,North Front Range Transportation and Air Quality Planning Council,Urban
DR,34786,"Greeley, CO",Colorado,137222,3679,37.3,,Denver Regional Council of Governments,Urban
MB,34813,"Green Bay, WI",Wisconson,224156,1972.19,113.66,,City of Green Bay,Urban
VP,34813,"Green Bay, WI",Wisconson,224156,1972.19,113.66,,City of Green Bay,Urban
YR,34813,"Green Bay, WI",Wisconson,224156,1972.19,113.66,,Oneida Tribe of Indians of Wisconsin,Tribe
CB,35164,"Greensboro, NC",North Carolina,338928,2001.85,169.31,,City of Greensboro ,Urban
DR,35164,"Greensboro, NC",North Carolina,338928,2001.85,169.31,,City of Greensboro ,Urban
MB,35164,"Greensboro, NC",North Carolina,338928,2001.85,169.31,,Guilford County ,Urban
VP,35164,"Greensboro, NC",North Carolina,338928,2001.85,169.31,,Piedmont Authority for Regional Transportation,Urban
YR,35164,"Greensboro, NC",North Carolina,338928,2001.85,169.31,,Piedmont Authority for Regional Transportation,Urban
CB,35380,"Greenville, NC",North Carolina,120150,1810.09,66.38,,City of Greenville,Urban
DR,35380,"Greenville, NC",North Carolina,120150,1810.09,66.38,,City of Greenville,Urban
MB,35380,"Greenville, NC",North Carolina,120150,1810.09,66.38,,Pitt County,Urban
VP,35461,"Greenville, SC",South Carolina,387271,1477.18,262.17,,Greenville Transit Authority,Urban
YR,35461,"Greenville, SC",South Carolina,387271,1477.18,262.17,,Greenville Transit Authority,Urban
CB,35461,"Greenville, SC",South Carolina,387271,1477.18,262.17,,City of Clemson,Urban
DR,35866,"Guayama, PR",Puerto Rico,52290,2402.34,21.77,,Puerto Rico Highway and Transportation Authority – Público,Urban
MB,35866,"Guayama, PR",Puerto Rico,52290,2402.34,21.77,,Municipality of Arroyo,Urban
VP,35920,"Gulfport00Biloxi, MS",Mississippi,236344,1401.49,168.64,,Ms Coast Transportation Authority,Urban
YR,35920,"Gulfport00Biloxi, MS",Mississippi,236344,1401.49,168.64,,Ms Coast Transportation Authority,Urban
MB,35920,"Gulfport00Biloxi, MS",Mississippi,236344,1401.49,168.64,,Ms Coast Transportation Authority,Urban
DR,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Maryland Transit Administration,Urban
MB,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Maryland Transit Administration,Urban
DR,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Maryland Transit Administration,Urban
MB,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Maryland Transit Administration,Urban
VP,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Maryland Transit Administration,Urban
DR,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Maryland Transit Administration,Urban
MB,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Maryland Transit Administration,Urban
MB,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Maryland Transit Administration,Urban
VP,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Washington County ,Urban
MB,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Washington County ,Urban
LR,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Eastern Panhandle Transit Authority,Urban
DR,36190,"Hagerstown, MD00WV00PA00VA",Maryland,197557,1635.83,120.77,,Eastern Panhandle Transit Authority,Urban
CR,36514,"Hammond, LA",Louisiana,72526,949.04,76.42,,Tangipahoa Voluntary Council on Aging,Urban
SR,36514,"Hammond, LA",Louisiana,72526,949.04,76.42,,Tangipahoa Voluntary Council on Aging,Urban
DR,36703,"Hanford, CA",California,66638,3655.23,18.23,,Kings County Area Public Transit Agency,Urban
VP,36703,"Hanford, CA",California,66638,3655.23,18.23,,Kings County Area Public Transit Agency,Urban
CR,36703,"Hanford, CA",California,66638,3655.23,18.23,,Kings County Area Public Transit Agency,Urban
DR,36703,"Hanford, CA",California,66638,3655.23,18.23,,California Vanpool Authority,Urban
DR,36784,"Hanover, PA",Pennsylvania,56712,2205.83,25.71,,Susquehanna Regional Transportation Authority,Urban
LR,36784,"Hanover, PA",Pennsylvania,56712,2205.83,25.71,,Susquehanna Regional Transportation Authority,Urban
MB,36784,"Hanover, PA",Pennsylvania,56712,2205.83,25.71,,Susquehanna Regional Transportation Authority,Urban
SR,36784,"Hanover, PA",Pennsylvania,56712,2205.83,25.71,,Susquehanna Regional Transportation Authority,Urban
VP,36784,"Hanover, PA",Pennsylvania,56712,2205.83,25.71,,Susquehanna Regional Transportation Authority,Urban
CR,36784,"Hanover, PA",Pennsylvania,56712,2205.83,25.71,,Susquehanna Regional Transportation Authority,Urban
DR,36784,"Hanover, PA",Pennsylvania,56712,2205.83,25.71,,Susquehanna Regional Transportation Authority,Urban
DR,36892,"Harlingen, TX",Texas,118838,2194.3,54.16,,Lower Rio Grande Valley Development Council,Urban
LR,36892,"Harlingen, TX",Texas,118838,2194.3,54.16,,Lower Rio Grande Valley Development Council,Urban
MB,36892,"Harlingen, TX",Texas,118838,2194.3,54.16,,University of Texas Rio Grande Valley,Urban
SR,36892,"Harlingen, TX",Texas,118838,2194.3,54.16,,University of Texas Rio Grande Valley,Urban
VP,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,Pennsylvania Department of Transportation,Urban
CR,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,County of Lebanon Transit Authority,Urban
DR,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,County of Lebanon Transit Authority,Urban
DR,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,Susquehanna Regional Transportation Authority,Urban
LR,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,Susquehanna Regional Transportation Authority,Urban
MB,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,Susquehanna Regional Transportation Authority,Urban
SR,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,Susquehanna Regional Transportation Authority,Urban
VP,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,Susquehanna Regional Transportation Authority,Urban
MB,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,Susquehanna Regional Transportation Authority,Urban
MB,37081,"Harrisburg, PA",Pennsylvania,490859,1961.48,250.25,,Susquehanna Regional Transportation Authority,Urban
DR,37162,"Harrisonburg, VA",Virginia,73377,2359.13,31.1,,City of Harrisonburg,Urban
DR,37162,"Harrisonburg, VA",Virginia,73377,2359.13,31.1,,City of Harrisonburg,Urban
MB,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Greater Hartford Transit District,Urban
MB,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Connecticut Department of Transportation 0 CTTransit New Britain 0Dattco.,Urban
DR,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Connecticut Department of Transportation 0 CTTransit New Britain 0Dattco.,Urban
DR,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Connecticut Department of Transportation 0 CTTRANSIT 0 Hartford Division,Urban
DR,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Connecticut Department of Transportation 0 CTTRANSIT 0 Hartford Division,Urban
DR,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Connecticut Department of Transportation,Urban
MB,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Connecticut Department of Transportation,Urban
MB,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Connecticut Department of Transportation 0CTTRANSIT New Britain ,Urban
DR,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Estuary Transit District,Urban
DR,37243,"Hartford, CT",Connecticut,977158,1823.3,535.93,,Estuary Transit District,Urban
MB,37594,"Hattiesburg, MS",Mississippi,80821,1270.39,63.62,,City of Hattiesburg,Urban
MB,37594,"Hattiesburg, MS",Mississippi,80821,1270.39,63.62,,City of Hattiesburg,Urban
DR,37945,"Hazleton, PA",Pennsylvania,50860,2674.17,19.02,,City of Hazleton,Urban
MB,37945,"Hazleton, PA",Pennsylvania,50860,2674.17,19.02,,City of Hazleton,Urban
DR,38161,"Helena, MT",Montana,52380,1653.39,31.68,,"Helena, City of",Urban
MB,38215,"Hemet, CA",California,173194,4673.61,37.06,,Riverside Transit Agency,Urban
DR,38215,"Hemet, CA",California,173194,4673.61,37.06,,Riverside Transit Agency,Urban
MB,38215,"Hemet, CA",California,173194,4673.61,37.06,,Riverside Transit Agency,Urban
DR,38215,"Hemet, CA",California,173194,4673.61,37.06,,Riverside Transit Agency,Urban
MB,38215,"Hemet, CA",California,173194,4673.61,37.06,,San Bernardino County Transportation Authority,Urban
DR,38647,"Hickory, NC",North Carolina,201511,910.43,221.34,,Western Piedmont Regional Transit Authority ,Urban
MB,38647,"Hickory, NC",North Carolina,201511,910.43,221.34,,Western Piedmont Regional Transit Authority ,Urban
DR,38809,"High Point, NC",North Carolina,167830,1665.08,100.79,,City of High Point,Urban
DR,38809,"High Point, NC",North Carolina,167830,1665.08,100.79,,City of High Point,Urban
MB,38809,"High Point, NC",North Carolina,167830,1665.08,100.79,,Davidson County ,Urban
DR,38809,"High Point, NC",North Carolina,167830,1665.08,100.79,,Davidson County ,Urban
MB,38809,"High Point, NC",North Carolina,167830,1665.08,100.79,,Guilford County ,Urban
DR,38809,"High Point, NC",North Carolina,167830,1665.08,100.79,,Piedmont Authority for Regional Transportation,Urban
MB,38809,"High Point, NC",North Carolina,167830,1665.08,100.79,,Piedmont Authority for Regional Transportation,Urban
DR,39133,"Hinesville, GA",Georgia,53107,1426.42,37.23,,"City of Hinesville, Georgia",Urban
MB,39133,"Hinesville, GA",Georgia,53107,1426.42,37.23,,"City of Hinesville, Georgia",Urban
DR,39430,"Holland, MI",Michigan,107034,1651.66,64.8,,Macatawa Area Express Transportation Authority,Urban
DR,39430,"Holland, MI",Michigan,107034,1651.66,64.8,,Macatawa Area Express Transportation Authority,Urban
MB,39430,"Holland, MI",Michigan,107034,1651.66,64.8,,Michigan Department of Transportation,Urban
DR,39430,"Holland, MI",Michigan,107034,1651.66,64.8,,Pioneer Resources,Urban
MB,39889,"Honolulu, HI",Hawaii,853252,5885.56,144.97,,City and County of Honolulu,Urban
DR,39889,"Honolulu, HI",Hawaii,853252,5885.56,144.97,,City and County of Honolulu,Urban
MB,39889,"Honolulu, HI",Hawaii,853252,5885.56,144.97,,City and County of Honolulu,Urban
MB,39889,"Honolulu, HI",Hawaii,853252,5885.56,144.97,,City and County of Honolulu,Urban
DR,40213,"Hot Springs, AR",Arkansas,59133,1176.15,50.28,,City of Hot Springs,Urban
DR,40213,"Hot Springs, AR",Arkansas,59133,1176.15,50.28,,City of Hot Springs,Urban
MB,40213,"Hot Springs, AR",Arkansas,59133,1176.15,50.28,,Central Arkansas Development Council,Urban
MB,40375,"Houma, LA",Louisiana,145482,1533.18,94.89,,Terrebonne Parish Consolidated Government,Urban
DR,40375,"Houma, LA",Louisiana,145482,1533.18,94.89,,Terrebonne Parish Consolidated Government,Urban
DR,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
CB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
MB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
MB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
CB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
DR,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Metropolitan Transit Authority of Harris County, Texas ",Urban
MB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Fort Bend County, Texas",Urban
DR,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,"Fort Bend County, Texas",Urban
CB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,Harris County,Urban
MB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,Harris County,Urban
DR,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,Harris County,Urban
CB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,The Woodlands Township,Urban
CB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,The Woodlands Township,Urban
DR,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,Gulf Coast Transit District,Urban
MB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,Gulf Coast Transit District,Urban
MB,40429,"Houston, TX",Texas,5853575,3339.77,1752.69,,Gulf Coast Transit District,Urban
DR,40753,"Huntington, WV00KY00OH",West Virginia,200157,1553.11,128.87,,The Tri0State Transit Authority,Urban
MB,40753,"Huntington, WV00KY00OH",West Virginia,200157,1553.11,128.87,,The Tri0State Transit Authority,Urban
DR,40753,"Huntington, WV00KY00OH",West Virginia,200157,1553.11,128.87,,City of Ashland,Urban
DR,40753,"Huntington, WV00KY00OH",West Virginia,200157,1553.11,128.87,,City of Ashland,Urban
MB,40753,"Huntington, WV00KY00OH",West Virginia,200157,1553.11,128.87,,Lawrence County Port Authority,Urban
VP,40753,"Huntington, WV00KY00OH",West Virginia,200157,1553.11,128.87,,Lawrence County Port Authority,Urban
MB,40780,"Huntsville, AL",Alabama,329066,1532.2,214.77,,"City of Huntsville, Alabama",Urban
DR,40780,"Huntsville, AL",Alabama,329066,1532.2,214.77,,"City of Huntsville, Alabama",Urban
DR,40780,"Huntsville, AL",Alabama,329066,1532.2,214.77,,Regional Planning Commission of Greater Birmingham,Urban
DR,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Indianapolis and Marion County Public Transportation,Urban
YR,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Indianapolis and Marion County Public Transportation,Urban
YR,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Indianapolis and Marion County Public Transportation,Urban
DR,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Indianapolis and Marion County Public Transportation,Urban
MB,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Indianapolis and Marion County Public Transportation,Urban
DR,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Hancock County Senior Services,Urban
VP,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Central Indiana Regional Transportation Authority ,Urban
DR,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Central Indiana Regional Transportation Authority ,Urban
DR,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Access Johnson County ,Urban
DR,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Access Johnson County ,Urban
VP,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Hendricks County Sycamore Services,Urban
DR,41212,"Indianapolis, IN",Indiana,1699881,2352.62,722.55,,Hamilton County,Urban
MB,41347,"Indio00Palm Desert00Palm Springs, CA",California,361075,2378.26,151.82,,SunLine Transit Agency,Urban
YR,41347,"Indio00Palm Desert00Palm Springs, CA",California,361075,2378.26,151.82,,SunLine Transit Agency,Urban
VP,41347,"Indio00Palm Desert00Palm Springs, CA",California,361075,2378.26,151.82,,SunLine Transit Agency,Urban
DR,41347,"Indio00Palm Desert00Palm Springs, CA",California,361075,2378.26,151.82,,Riverside County Transportation Commission,Urban
DR,41347,"Indio00Palm Desert00Palm Springs, CA",California,361075,2378.26,151.82,,California Vanpool Authority,Urban
DR,41347,"Indio00Palm Desert00Palm Springs, CA",California,361075,2378.26,151.82,,San Bernardino County Transportation Authority,Urban
MB,41590,"Iowa City, IA",Iowa,126810,2494.59,50.83,,City of Iowa City,Urban
YR,41590,"Iowa City, IA",Iowa,126810,2494.59,50.83,,University of Iowa,Urban
MB,41590,"Iowa City, IA",Iowa,126810,2494.59,50.83,,University of Iowa,Urban
DR,41590,"Iowa City, IA",Iowa,126810,2494.59,50.83,,City of Coralville,Urban
DR,41590,"Iowa City, IA",Iowa,126810,2494.59,50.83,,"County of Johnson, Iowa",Urban
MB,41590,"Iowa City, IA",Iowa,126810,2494.59,50.83,,East Central Iowa Council of Governments,Urban
DR,41590,"Iowa City, IA",Iowa,126810,2494.59,50.83,,East Central Iowa Council of Governments,Urban
CB,41914,"Ithaca, NY",New York,59102,2406.65,24.56,,Chemung County,Urban
DR,41914,"Ithaca, NY",New York,59102,2406.65,24.56,,Chemung County,Urban
CB,41914,"Ithaca, NY",New York,59102,2406.65,24.56,,Tompkins Consolidated Area Transit,Urban
MB,41914,"Ithaca, NY",New York,59102,2406.65,24.56,,Tompkins Consolidated Area Transit,Urban
DR,42157,"Jackson, MI",Michigan,84307,1620.35,52.03,,City of Jackson Transportation Authority,Urban
MB,42157,"Jackson, MI",Michigan,84307,1620.35,52.03,,City of Jackson Transportation Authority,Urban
DR,42157,"Jackson, MI",Michigan,84307,1620.35,52.03,,Michigan Department of Transportation,Urban
DR,42211,"Jackson, MS",Mississippi,347693,1466.09,237.16,,"City of Jackson, MS",Urban
DR,42211,"Jackson, MS",Mississippi,347693,1466.09,237.16,,"City of Jackson, MS",Urban
MB,42265,"Jackson, TN",Tennessee,72809,1525.01,47.74,,Jackson Transit Authority,Urban
DR,42265,"Jackson, TN",Tennessee,72809,1525.01,47.74,,Jackson Transit Authority,Urban
CB,42346,"Jacksonville, FL",Florida,1247374,2175.88,573.27,,"City of Gainesville, FL",Urban
DR,42346,"Jacksonville, FL",Florida,1247374,2175.88,573.27,,"City of Gainesville, FL",Urban
DR,42346,"Jacksonville, FL",Florida,1247374,2175.88,573.27,,"City of Gainesville, FL",Urban
DR,42346,"Jacksonville, FL",Florida,1247374,2175.88,573.27,,Jacksonville Transportation Authority,Urban
CR,42346,"Jacksonville, FL",Florida,1247374,2175.88,573.27,,Jacksonville Transportation Authority,Urban
DR,42346,"Jacksonville, FL",Florida,1247374,2175.88,573.27,,Jacksonville Transportation Authority,Urban
MB,42346,"Jacksonville, FL",Florida,1247374,2175.88,573.27,,Jacksonville Transportation Authority,Urban
CB,42346,"Jacksonville, FL",Florida,1247374,2175.88,573.27,,Jacksonville Transportation Authority,Urban
DR,42346,"Jacksonville, FL",Florida,1247374,2175.88,573.27,,Jacksonville Transportation Authority,Urban
MB,42400,"Jacksonville, NC",North Carolina,111224,1470.15,75.65,,City of Jacksonville,Urban
CB,42400,"Jacksonville, NC",North Carolina,111224,1470.15,75.65,,Onslow United Transit System,Urban
CR,42562,"Janesville, WI",Wisconson,72285,1972.15,36.65,,City of Janesville,Urban
CB,42562,"Janesville, WI",Wisconson,72285,1972.15,36.65,,City of Janesville,Urban
DR,42562,"Janesville, WI",Wisconson,72285,1972.15,36.65,,City of Beloit,Urban
CR,42562,"Janesville, WI",Wisconson,72285,1972.15,36.65,,City of Beloit,Urban
MB,42967,"Jefferson City, MO",Missouri,50775,1473.56,34.46,,City of Jefferson,Urban
CB,42967,"Jefferson City, MO",Missouri,50775,1473.56,34.46,,City of Jefferson,Urban
CR,42967,"Jefferson City, MO",Missouri,50775,1473.56,34.46,,"OATS, Inc.",Urban
DR,43210,"Johnson City, TN",Tennessee,128519,1212.11,106.03,,City of Johnson City,Urban
MB,43210,"Johnson City, TN",Tennessee,128519,1212.11,106.03,,City of Johnson City,Urban
DR,43210,"Johnson City, TN",Tennessee,128519,1212.11,106.03,,First Tennessee Human Resource Agency,Urban
DR,43291,"Johnstown, PA",Pennsylvania,61521,1773.14,34.7,,Cambria County Transit Authority,Urban
DR,43291,"Johnstown, PA",Pennsylvania,61521,1773.14,34.7,,Cambria County Transit Authority,Urban
CB,43291,"Johnstown, PA",Pennsylvania,61521,1773.14,34.7,,Cambria County Transit Authority,Urban
DR,43345,"Jonesboro, AR",Arkansas,73781,1586.87,46.49,,City of Jonesboro ,Urban
CB,43345,"Jonesboro, AR",Arkansas,73781,1586.87,46.49,,City of Jonesboro ,Urban
DR,43399,"Joplin, MO",Missouri,86679,1431.95,60.53,,City of Joplin,Urban
